 "subject" , "predicate" , "object" ,
 "http://xlore.org/olympic/instance/2827" , "http://www.w3.org/1999/02/22-rdf-syntax-ns#type" , "http://www.w3.org/2002/07/owl#NamedIndividual" ,
 "http://xlore.org/olympic/instance/2827" , "http://www.w3.org/1999/02/22-rdf-syntax-ns#type" , "http://xlore.org/concept2" ,
 "http://xlore.org/olympic/instance/2827" , "http://www.w3.org/2000/01/rdf-schema#label" , "Sonja HENIE" ,
 "http://xlore.org/olympic/instance/473" , "http://xlore.org/olympic/property/5" , "3:20.907_singles-women_2014" ,
 "http://xlore.org/olympic/instance/473" , "http://xlore.org/olympic/property/5" , "2:46.524_singles-women_2010" ,
 "http://xlore.org/olympic/instance/473" , "http://xlore.org/olympic/property/5" , "3:08.460_singles-women_2006" ,
 "http://xlore.org/olympic/instance/473" , "http://www.w3.org/1999/02/22-rdf-syntax-ns#type" , "http://www.w3.org/2002/07/owl#NamedIndividual" ,
 "http://xlore.org/olympic/instance/473" , "http://www.w3.org/1999/02/22-rdf-syntax-ns#type" , "http://xlore.org/concept2" ,
 "http://xlore.org/olympic/instance/473" , "http://www.w3.org/2000/01/rdf-schema#label" , "Tatjana HUEFNER" ,
 "http://xlore.org/downhill-womenalpine-skiing-nagano-1998" , "http://xlore.org/olympic/property/4" , "http://xlore.org/olympic/instance/1320" ,
 "http://xlore.org/downhill-womenalpine-skiing-nagano-1998" , "http://www.w3.org/1999/02/22-rdf-syntax-ns#type" , "http://xlore.org/sport1" ,
 "http://xlore.org/downhill-womenalpine-skiing-nagano-1998" , "http://www.w3.org/1999/02/22-rdf-syntax-ns#type" , "http://www.w3.org/2002/07/owl#NamedIndividual" ,
 "http://xlore.org/downhill-womenalpine-skiing-nagano-1998" , "http://xlore.org/olympic/property/3" , "http://xlore.org/olympic/instance/1319" ,
 "http://xlore.org/downhill-womenalpine-skiing-nagano-1998" , "http://xlore.org/olympic/property/2" , "http://xlore.org/olympic/instance/1311" ,
 "http://xlore.org/downhill-womenalpine-skiing-nagano-1998" , "http://www.w3.org/2000/01/rdf-schema#label" , "downhill-women" ,
 "http://xlore.org/downhill-womenalpine-skiing-nagano-1998" , "http://www.w3.org/2000/01/rdf-schema#label" , 女子滑降 ,
 "http://xlore.org/olympic/instance/1227" , "http://xlore.org/olympic/property/5" , "1:43.343_1000m-women_1998" ,
 "http://xlore.org/olympic/instance/1227" , "http://xlore.org/olympic/property/5" , "1:37.008_1000m-women_2002" ,
 "http://xlore.org/olympic/instance/1227" , "http://xlore.org/olympic/property/5" , "46.627_500m-women_1998" ,
 "http://xlore.org/olympic/instance/1227" , "http://www.w3.org/1999/02/22-rdf-syntax-ns#type" , "http://www.w3.org/2002/07/owl#NamedIndividual" ,
 "http://xlore.org/olympic/instance/1227" , "http://www.w3.org/1999/02/22-rdf-syntax-ns#type" , "http://xlore.org/concept2" ,
 "http://xlore.org/olympic/instance/1227" , "http://www.w3.org/2000/01/rdf-schema#label" , "Yang YANG (S)" ,
 "http://xlore.org/downhill-menalpine-skiing-nagano-1998" , "http://xlore.org/olympic/property/4" , "http://xlore.org/olympic/instance/1308" ,
 "http://xlore.org/downhill-menalpine-skiing-nagano-1998" , "http://www.w3.org/1999/02/22-rdf-syntax-ns#type" , "http://xlore.org/sport1" ,
 "http://xlore.org/downhill-menalpine-skiing-nagano-1998" , "http://www.w3.org/1999/02/22-rdf-syntax-ns#type" , "http://www.w3.org/2002/07/owl#NamedIndividual" ,
 "http://xlore.org/downhill-menalpine-skiing-nagano-1998" , "http://xlore.org/olympic/property/3" , "http://xlore.org/olympic/instance/1064" ,
 "http://xlore.org/downhill-menalpine-skiing-nagano-1998" , "http://xlore.org/olympic/property/2" , "http://xlore.org/olympic/instance/1306" ,
 "http://xlore.org/downhill-menalpine-skiing-nagano-1998" , "http://www.w3.org/2000/01/rdf-schema#label" , 男子滑降 ,
 "http://xlore.org/downhill-menalpine-skiing-nagano-1998" , "http://www.w3.org/2000/01/rdf-schema#label" , "downhill-men" ,
 "http://xlore.org/individual-mennordic-combined-lake-placid-1932" , "http://xlore.org/olympic/property/4" , "http://xlore.org/olympic/instance/2877" ,
 "http://xlore.org/individual-mennordic-combined-lake-placid-1932" , "http://www.w3.org/1999/02/22-rdf-syntax-ns#type" , "http://www.w3.org/2002/07/owl#NamedIndividual" ,
 "http://xlore.org/individual-mennordic-combined-lake-placid-1932" , "http://www.w3.org/1999/02/22-rdf-syntax-ns#type" , "http://xlore.org/sport10" ,
 "http://xlore.org/individual-mennordic-combined-lake-placid-1932" , "http://xlore.org/olympic/property/3" , "http://xlore.org/olympic/instance/2876" ,
 "http://xlore.org/individual-mennordic-combined-lake-placid-1932" , "http://xlore.org/olympic/property/2" , "http://xlore.org/olympic/instance/2875" ,
 "http://xlore.org/individual-mennordic-combined-lake-placid-1932" , "http://www.w3.org/2000/01/rdf-schema#label" , 男子个人赛 ,
 "http://xlore.org/individual-mennordic-combined-lake-placid-1932" , "http://www.w3.org/2000/01/rdf-schema#label" , "individual-men" ,
 "http://xlore.org/olympic/instance/326" , "http://xlore.org/olympic/property/5" , "1:45.07_slalom-women_2014" ,
 "http://xlore.org/olympic/instance/326" , "http://xlore.org/olympic/property/5" , "1:43.32_slalom-women_2010" ,
 "http://xlore.org/olympic/instance/326" , "http://www.w3.org/1999/02/22-rdf-syntax-ns#type" , "http://www.w3.org/2002/07/owl#NamedIndividual" ,
 "http://xlore.org/olympic/instance/326" , "http://www.w3.org/1999/02/22-rdf-syntax-ns#type" , "http://xlore.org/concept2" ,
 "http://xlore.org/olympic/instance/326" , "http://www.w3.org/2000/01/rdf-schema#label" , "Marlies SCHILD" ,
 "http://xlore.org/olympic/instance/909" , "http://xlore.org/olympic/property/5" , "28:14.0_10km-women_2006" ,
 "http://xlore.org/olympic/instance/909" , "http://www.w3.org/1999/02/22-rdf-syntax-ns#type" , "http://www.w3.org/2002/07/owl#NamedIndividual" ,
 "http://xlore.org/olympic/instance/909" , "http://www.w3.org/1999/02/22-rdf-syntax-ns#type" , "http://xlore.org/concept2" ,
 "http://xlore.org/olympic/instance/909" , "http://www.w3.org/2000/01/rdf-schema#label" , "Hilde G PEDERSEN" ,
 "http://xlore.org/giant-parallel-slalom-womensnowboard-sochi-2014" , "http://xlore.org/olympic/property/4" , "http://xlore.org/olympic/instance/543" ,
 "http://xlore.org/giant-parallel-slalom-womensnowboard-sochi-2014" , "http://www.w3.org/1999/02/22-rdf-syntax-ns#type" , "http://xlore.org/sport14" ,
 "http://xlore.org/giant-parallel-slalom-womensnowboard-sochi-2014" , "http://www.w3.org/1999/02/22-rdf-syntax-ns#type" , "http://www.w3.org/2002/07/owl#NamedIndividual" ,
 "http://xlore.org/giant-parallel-slalom-womensnowboard-sochi-2014" , "http://xlore.org/olympic/property/3" , "http://xlore.org/olympic/instance/542" ,
 "http://xlore.org/giant-parallel-slalom-womensnowboard-sochi-2014" , "http://xlore.org/olympic/property/2" , "http://xlore.org/olympic/instance/541" ,
 "http://xlore.org/giant-parallel-slalom-womensnowboard-sochi-2014" , "http://www.w3.org/2000/01/rdf-schema#label" , 女子平行大回转 ,
 "http://xlore.org/giant-parallel-slalom-womensnowboard-sochi-2014" , "http://www.w3.org/2000/01/rdf-schema#label" , "giant-parallel-slalom-women" ,
 "http://xlore.org/50km-mencross-country-skiing-st-moritz-1928" , "http://xlore.org/olympic/property/4" , "http://xlore.org/olympic/instance/2901" ,
 "http://xlore.org/50km-mencross-country-skiing-st-moritz-1928" , "http://www.w3.org/1999/02/22-rdf-syntax-ns#type" , "http://www.w3.org/2002/07/owl#NamedIndividual" ,
 "http://xlore.org/50km-mencross-country-skiing-st-moritz-1928" , "http://www.w3.org/1999/02/22-rdf-syntax-ns#type" , "http://xlore.org/sport4" ,
 "http://xlore.org/50km-mencross-country-skiing-st-moritz-1928" , "http://xlore.org/olympic/property/3" , "http://xlore.org/olympic/instance/2900" ,
 "http://xlore.org/50km-mencross-country-skiing-st-moritz-1928" , "http://xlore.org/olympic/property/2" , "http://xlore.org/olympic/instance/2899" ,
 "http://xlore.org/50km-mencross-country-skiing-st-moritz-1928" , "http://www.w3.org/2000/01/rdf-schema#label" , "男子50公里集体出发" ,
 "http://xlore.org/50km-mencross-country-skiing-st-moritz-1928" , "http://www.w3.org/2000/01/rdf-schema#label" , "50km-men" ,
 "http://xlore.org/singles-menluge-turin-2006" , "http://xlore.org/olympic/property/4" , "http://xlore.org/olympic/instance/951" ,
 "http://xlore.org/singles-menluge-turin-2006" , "http://www.w3.org/1999/02/22-rdf-syntax-ns#type" , "http://www.w3.org/2002/07/owl#NamedIndividual" ,
 "http://xlore.org/singles-menluge-turin-2006" , "http://www.w3.org/1999/02/22-rdf-syntax-ns#type" , "http://xlore.org/sport9" ,
 "http://xlore.org/singles-menluge-turin-2006" , "http://xlore.org/olympic/property/3" , "http://xlore.org/olympic/instance/950" ,
 "http://xlore.org/singles-menluge-turin-2006" , "http://xlore.org/olympic/property/2" , "http://xlore.org/olympic/instance/468" ,
 "http://xlore.org/singles-menluge-turin-2006" , "http://www.w3.org/2000/01/rdf-schema#label" , "singles-men" ,
 "http://xlore.org/singles-menluge-turin-2006" , "http://www.w3.org/2000/01/rdf-schema#label" , 男子单人 ,
 "http://xlore.org/moguls-womenfreestyle-skiing-sochi-2014" , "http://xlore.org/olympic/property/4" , "http://xlore.org/olympic/instance/456" ,
 "http://xlore.org/moguls-womenfreestyle-skiing-sochi-2014" , "http://www.w3.org/1999/02/22-rdf-syntax-ns#type" , "http://xlore.org/sport7" ,
 "http://xlore.org/moguls-womenfreestyle-skiing-sochi-2014" , "http://www.w3.org/1999/02/22-rdf-syntax-ns#type" , "http://www.w3.org/2002/07/owl#NamedIndividual" ,
 "http://xlore.org/moguls-womenfreestyle-skiing-sochi-2014" , "http://xlore.org/olympic/property/3" , "http://xlore.org/olympic/instance/455" ,
 "http://xlore.org/moguls-womenfreestyle-skiing-sochi-2014" , "http://xlore.org/olympic/property/2" , "http://xlore.org/olympic/instance/161" ,
 "http://xlore.org/moguls-womenfreestyle-skiing-sochi-2014" , "http://www.w3.org/2000/01/rdf-schema#label" , 女子雪上技巧 ,
 "http://xlore.org/moguls-womenfreestyle-skiing-sochi-2014" , "http://www.w3.org/2000/01/rdf-schema#label" , "moguls-women" ,
 "http://xlore.org/olympic/instance/2096" , "http://xlore.org/olympic/property/5" , "14:36.03_10000m-men_1980" ,
 "http://xlore.org/olympic/instance/2096" , "http://xlore.org/olympic/property/5" , "7:26.47_5000m-men_1976" ,
 "http://xlore.org/olympic/instance/2096" , "http://xlore.org/olympic/property/5" , "14:50.59_10000m-men_1976" ,
 "http://xlore.org/olympic/instance/2096" , "http://www.w3.org/1999/02/22-rdf-syntax-ns#type" , "http://www.w3.org/2002/07/owl#NamedIndividual" ,
 "http://xlore.org/olympic/instance/2096" , "http://www.w3.org/1999/02/22-rdf-syntax-ns#type" , "http://xlore.org/concept2" ,
 "http://xlore.org/olympic/instance/2096" , "http://www.w3.org/2000/01/rdf-schema#label" , "Piet KLEINE" ,
 "http://xlore.org/olympic/instance/2402" , "http://xlore.org/olympic/property/5" , "2:25.5_1500m-women_1964" ,
 "http://xlore.org/olympic/instance/2402" , "http://xlore.org/olympic/property/5" , "2:22.4_1500m-women_1968" ,
 "http://xlore.org/olympic/instance/2402" , "http://xlore.org/olympic/property/5" , "5:01.0_3000m-women_1968" ,
 "http://xlore.org/olympic/instance/2402" , "http://xlore.org/olympic/property/5" , "1:34.8_1000m-women_1964" ,
 "http://xlore.org/olympic/instance/2402" , "http://www.w3.org/1999/02/22-rdf-syntax-ns#type" , "http://www.w3.org/2002/07/owl#NamedIndividual" ,
 "http://xlore.org/olympic/instance/2402" , "http://www.w3.org/1999/02/22-rdf-syntax-ns#type" , "http://xlore.org/concept2" ,
 "http://xlore.org/olympic/instance/2402" , "http://www.w3.org/2000/01/rdf-schema#label" , "Kaija MUSTONEN" ,
 "http://xlore.org/olympic/instance/457" , "http://xlore.org/olympic/property/5" , "96.73_aerials-women_2002" ,
 "http://xlore.org/olympic/instance/457" , "http://xlore.org/olympic/property/5" , "F_aerials-women_2014" ,
 "http://xlore.org/olympic/instance/457" , "http://www.w3.org/1999/02/22-rdf-syntax-ns#type" , "http://www.w3.org/2002/07/owl#NamedIndividual" ,
 "http://xlore.org/olympic/instance/457" , "http://www.w3.org/1999/02/22-rdf-syntax-ns#type" , "http://xlore.org/concept2" ,
 "http://xlore.org/olympic/instance/457" , "http://www.w3.org/2000/01/rdf-schema#label" , "Alla TSUPER" ,
 "http://xlore.org/olympic/instance/21" , "http://xlore.org/olympic/property/5" , "1:20.88_super-g-women_2010" ,
 "http://xlore.org/olympic/instance/21" , "http://xlore.org/olympic/property/5" , "1:39.69_ladies-downhill_2018" ,
 "http://xlore.org/olympic/instance/21" , "http://xlore.org/olympic/property/5" , "1:44.19_downhill-women_2010" ,
 "http://xlore.org/olympic/instance/21" , "http://www.w3.org/1999/02/22-rdf-syntax-ns#type" , "http://www.w3.org/2002/07/owl#NamedIndividual" ,
 "http://xlore.org/olympic/instance/21" , "http://www.w3.org/1999/02/22-rdf-syntax-ns#type" , "http://xlore.org/concept2" ,
 "http://xlore.org/olympic/instance/21" , "http://www.w3.org/2000/01/rdf-schema#label" , "Lindsey VONN" ,
 "http://xlore.org/olympic/property/15" , "http://www.w3.org/2000/01/rdf-schema#subPropertyOf" , "http://www.w3.org/2002/07/owl#topDataProperty" ,
 "http://xlore.org/olympic/property/15" , "http://www.w3.org/1999/02/22-rdf-syntax-ns#type" , "http://www.w3.org/2002/07/owl#DatatypeProperty" ,
 "http://xlore.org/olympic/property/15" , "http://www.w3.org/2000/01/rdf-schema#label" , 第十名 ,
 "http://xlore.org/3000m-relay-womenshort-track-speed-skating-turin-2006" , "http://xlore.org/olympic/property/4" , "http://xlore.org/olympic/instance/51" ,
 "http://xlore.org/3000m-relay-womenshort-track-speed-skating-turin-2006" , "http://www.w3.org/1999/02/22-rdf-syntax-ns#type" , "http://www.w3.org/2002/07/owl#NamedIndividual" ,
 "http://xlore.org/3000m-relay-womenshort-track-speed-skating-turin-2006" , "http://www.w3.org/1999/02/22-rdf-syntax-ns#type" , "http://xlore.org/sport11" ,
 "http://xlore.org/3000m-relay-womenshort-track-speed-skating-turin-2006" , "http://xlore.org/olympic/property/3" , "http://xlore.org/olympic/instance/115" ,
 "http://xlore.org/3000m-relay-womenshort-track-speed-skating-turin-2006" , "http://xlore.org/olympic/property/2" , "http://xlore.org/olympic/instance/71" ,
 "http://xlore.org/3000m-relay-womenshort-track-speed-skating-turin-2006" , "http://www.w3.org/2000/01/rdf-schema#label" , "女子3000米接力赛" ,
 "http://xlore.org/3000m-relay-womenshort-track-speed-skating-turin-2006" , "http://www.w3.org/2000/01/rdf-schema#label" , "3000m-relay-women" ,
 "http://xlore.org/4x75km-relay-womenbiathlon-salt-lake-city-2002" , "http://xlore.org/olympic/property/4" , "http://xlore.org/olympic/instance/367" ,
 "http://xlore.org/4x75km-relay-womenbiathlon-salt-lake-city-2002" , "http://www.w3.org/1999/02/22-rdf-syntax-ns#type" , "http://xlore.org/sport2" ,
 "http://xlore.org/4x75km-relay-womenbiathlon-salt-lake-city-2002" , "http://www.w3.org/1999/02/22-rdf-syntax-ns#type" , "http://www.w3.org/2002/07/owl#NamedIndividual" ,
 "http://xlore.org/4x75km-relay-womenbiathlon-salt-lake-city-2002" , "http://xlore.org/olympic/property/3" , "http://xlore.org/olympic/instance/50" ,
 "http://xlore.org/4x75km-relay-womenbiathlon-salt-lake-city-2002" , "http://xlore.org/olympic/property/2" , "http://xlore.org/olympic/instance/70" ,
 "http://xlore.org/4x75km-relay-womenbiathlon-salt-lake-city-2002" , "http://www.w3.org/2000/01/rdf-schema#label" , "4x75km-relay-women" ,
 "http://xlore.org/4x75km-relay-womenbiathlon-salt-lake-city-2002" , "http://www.w3.org/2000/01/rdf-schema#label" , "女子4x7.5公里接力赛" ,
 "http://xlore.org/slalom-womenalpine-skiing-albertville-1992" , "http://xlore.org/olympic/property/4" , "http://xlore.org/olympic/instance/1641" ,
 "http://xlore.org/slalom-womenalpine-skiing-albertville-1992" , "http://www.w3.org/1999/02/22-rdf-syntax-ns#type" , "http://xlore.org/sport1" ,
 "http://xlore.org/slalom-womenalpine-skiing-albertville-1992" , "http://www.w3.org/1999/02/22-rdf-syntax-ns#type" , "http://www.w3.org/2002/07/owl#NamedIndividual" ,
 "http://xlore.org/slalom-womenalpine-skiing-albertville-1992" , "http://xlore.org/olympic/property/3" , "http://xlore.org/olympic/instance/1640" ,
 "http://xlore.org/slalom-womenalpine-skiing-albertville-1992" , "http://xlore.org/olympic/property/2" , "http://xlore.org/olympic/instance/1638" ,
 "http://xlore.org/slalom-womenalpine-skiing-albertville-1992" , "http://www.w3.org/2000/01/rdf-schema#label" , 女子回转 ,
 "http://xlore.org/slalom-womenalpine-skiing-albertville-1992" , "http://www.w3.org/2000/01/rdf-schema#label" , "slalom-women" ,
 "http://xlore.org/olympic/instance/159" , "http://xlore.org/olympic/property/5" , "_ladies-ski-cross_2018" ,
 "http://xlore.org/olympic/instance/159" , "http://xlore.org/olympic/property/5" , "1:17.38_ski-cross-women_2010" ,
 "http://xlore.org/olympic/instance/159" , "http://www.w3.org/1999/02/22-rdf-syntax-ns#type" , "http://www.w3.org/2002/07/owl#NamedIndividual" ,
 "http://xlore.org/olympic/instance/159" , "http://www.w3.org/1999/02/22-rdf-syntax-ns#type" , "http://xlore.org/concept2" ,
 "http://xlore.org/olympic/instance/159" , "http://www.w3.org/2000/01/rdf-schema#label" , "Fanny SMITH" ,
 "http://xlore.org/olympic/instance/2780" , "http://xlore.org/olympic/property/5" , "433.65_individual-men_1948" ,
 "http://xlore.org/olympic/instance/2780" , "http://www.w3.org/1999/02/22-rdf-syntax-ns#type" , "http://www.w3.org/2002/07/owl#NamedIndividual" ,
 "http://xlore.org/olympic/instance/2780" , "http://www.w3.org/1999/02/22-rdf-syntax-ns#type" , "http://xlore.org/concept2" ,
 "http://xlore.org/olympic/instance/2780" , "http://www.w3.org/2000/01/rdf-schema#label" , "Martti HUHTALA" ,
 "http://xlore.org/olympic/instance/1056" , "http://xlore.org/olympic/property/5" , "4:09.44_3000m-women_1998" ,
 "http://xlore.org/olympic/instance/1056" , "http://xlore.org/olympic/property/5" , "1:16.11_1000m-women_2006" ,
 "http://xlore.org/olympic/instance/1056" , "http://xlore.org/olympic/property/5" , "00:01:54.02_1500m-women_2002" ,
 "http://xlore.org/olympic/instance/1056" , "http://www.w3.org/1999/02/22-rdf-syntax-ns#type" , "http://www.w3.org/2002/07/owl#NamedIndividual" ,
 "http://xlore.org/olympic/instance/1056" , "http://www.w3.org/1999/02/22-rdf-syntax-ns#type" , "http://xlore.org/concept2" ,
 "http://xlore.org/olympic/instance/1056" , "http://www.w3.org/2000/01/rdf-schema#label" , "Anni FRIESINGER" ,
 "http://xlore.org/olympic/instance/1929" , "http://xlore.org/olympic/property/5" , "2:41.49_giant-slalom-men_1980" ,
 "http://xlore.org/olympic/instance/1929" , "http://xlore.org/olympic/property/5" , "2:41.75_giant-slalom-men_1984" ,
 "http://xlore.org/olympic/instance/1929" , "http://www.w3.org/1999/02/22-rdf-syntax-ns#type" , "http://www.w3.org/2002/07/owl#NamedIndividual" ,
 "http://xlore.org/olympic/instance/1929" , "http://www.w3.org/1999/02/22-rdf-syntax-ns#type" , "http://xlore.org/concept2" ,
 "http://xlore.org/olympic/instance/1929" , "http://www.w3.org/2000/01/rdf-schema#label" , "Andreas WENZEL" ,
 "http://xlore.org/olympic/instance/2" , "http://xlore.org/olympic/property/5" , "2:38.22_giant-slalom-men_2010" ,
 "http://xlore.org/olympic/instance/2" , "http://xlore.org/olympic/property/5" , "1:18.14_super-g-men_2014" ,
 "http://xlore.org/olympic/instance/2" , "http://xlore.org/olympic/property/5" , "2:06.33_downhill-men_2014" ,
 "http://xlore.org/olympic/instance/2" , "http://xlore.org/olympic/property/5" , "1:40.37_mens-downhill_2018" ,
 "http://xlore.org/olympic/instance/2" , "http://xlore.org/olympic/property/5" , "1:24.62_mens-super-g_2018" ,
 "http://xlore.org/olympic/instance/2" , "http://www.w3.org/1999/02/22-rdf-syntax-ns#type" , "http://www.w3.org/2002/07/owl#NamedIndividual" ,
 "http://xlore.org/olympic/instance/2" , "http://www.w3.org/1999/02/22-rdf-syntax-ns#type" , "http://xlore.org/concept2" ,
 "http://xlore.org/olympic/instance/2" , "http://www.w3.org/2000/01/rdf-schema#label" , "Kjetil JANSRUD" ,
 "http://xlore.org/500m-menspeed-skating-innsbruck-1976" , "http://xlore.org/olympic/property/4" , "http://xlore.org/olympic/instance/2187" ,
 "http://xlore.org/500m-menspeed-skating-innsbruck-1976" , "http://www.w3.org/1999/02/22-rdf-syntax-ns#type" , "http://www.w3.org/2002/07/owl#NamedIndividual" ,
 "http://xlore.org/500m-menspeed-skating-innsbruck-1976" , "http://www.w3.org/1999/02/22-rdf-syntax-ns#type" , "http://xlore.org/sport15" ,
 "http://xlore.org/500m-menspeed-skating-innsbruck-1976" , "http://xlore.org/olympic/property/3" , "http://xlore.org/olympic/instance/2181" ,
 "http://xlore.org/500m-menspeed-skating-innsbruck-1976" , "http://xlore.org/olympic/property/2" , "http://xlore.org/olympic/instance/2090" ,
 "http://xlore.org/500m-menspeed-skating-innsbruck-1976" , "http://www.w3.org/2000/01/rdf-schema#label" , "500m-men" ,
 "http://xlore.org/500m-menspeed-skating-innsbruck-1976" , "http://www.w3.org/2000/01/rdf-schema#label" , "男子500米" ,
 "http://xlore.org/olympic/property/28" , "http://www.w3.org/2000/01/rdf-schema#subPropertyOf" , "http://www.w3.org/2002/07/owl#topDataProperty" ,
 "http://xlore.org/olympic/property/28" , "http://www.w3.org/1999/02/22-rdf-syntax-ns#type" , "http://www.w3.org/2002/07/owl#DatatypeProperty" ,
 "http://xlore.org/olympic/property/28" , "http://www.w3.org/2000/01/rdf-schema#label" , 第二十一名 ,
 "http://xlore.org/olympic/instance/990" , "http://xlore.org/olympic/property/5" , "1:33.937_1000m-women_2006" ,
 "http://xlore.org/olympic/instance/990" , "http://xlore.org/olympic/property/5" , "1:36.391_1000m-women_2002" ,
 "http://xlore.org/olympic/instance/990" , "http://www.w3.org/1999/02/22-rdf-syntax-ns#type" , "http://www.w3.org/2002/07/owl#NamedIndividual" ,
 "http://xlore.org/olympic/instance/990" , "http://www.w3.org/1999/02/22-rdf-syntax-ns#type" , "http://xlore.org/concept2" ,
 "http://xlore.org/olympic/instance/990" , "http://www.w3.org/2000/01/rdf-schema#label" , "Yang YANG (A)" ,
 "http://xlore.org/olympic/instance/941" , "http://xlore.org/olympic/property/5" , "197.39_aerials-women_2006" ,
 "http://xlore.org/olympic/instance/941" , "http://www.w3.org/1999/02/22-rdf-syntax-ns#type" , "http://www.w3.org/2002/07/owl#NamedIndividual" ,
 "http://xlore.org/olympic/instance/941" , "http://www.w3.org/1999/02/22-rdf-syntax-ns#type" , "http://xlore.org/concept2" ,
 "http://xlore.org/olympic/instance/941" , "http://www.w3.org/2000/01/rdf-schema#label" , "Nina LI" ,
 "http://xlore.org/1500m-womenspeed-skating-grenoble-1968" , "http://xlore.org/olympic/property/4" , "http://xlore.org/olympic/instance/2297" ,
 "http://xlore.org/1500m-womenspeed-skating-grenoble-1968" , "http://www.w3.org/1999/02/22-rdf-syntax-ns#type" , "http://www.w3.org/2002/07/owl#NamedIndividual" ,
 "http://xlore.org/1500m-womenspeed-skating-grenoble-1968" , "http://www.w3.org/1999/02/22-rdf-syntax-ns#type" , "http://xlore.org/sport15" ,
 "http://xlore.org/1500m-womenspeed-skating-grenoble-1968" , "http://xlore.org/olympic/property/3" , "http://xlore.org/olympic/instance/2405" ,
 "http://xlore.org/1500m-womenspeed-skating-grenoble-1968" , "http://xlore.org/olympic/property/2" , "http://xlore.org/olympic/instance/2402" ,
 "http://xlore.org/1500m-womenspeed-skating-grenoble-1968" , "http://www.w3.org/2000/01/rdf-schema#label" , "女子1500米" ,
 "http://xlore.org/1500m-womenspeed-skating-grenoble-1968" , "http://www.w3.org/2000/01/rdf-schema#label" , "1500m-women" ,
 "http://xlore.org/olympic/instance/2486" , "http://xlore.org/olympic/property/5" , "112.6_normal-hill-individual-men_1964" ,
 "http://xlore.org/olympic/instance/2486" , "http://xlore.org/olympic/property/5" , "113.2_large-hill-individual-men_1964" ,
 "http://xlore.org/olympic/instance/2486" , "http://www.w3.org/1999/02/22-rdf-syntax-ns#type" , "http://www.w3.org/2002/07/owl#NamedIndividual" ,
 "http://xlore.org/olympic/instance/2486" , "http://www.w3.org/1999/02/22-rdf-syntax-ns#type" , "http://xlore.org/concept2" ,
 "http://xlore.org/olympic/instance/2486" , "http://www.w3.org/2000/01/rdf-schema#label" , "Torgeir BRANDTZÄG" ,
 "http://xlore.org/olympic/property/24" , "http://www.w3.org/2000/01/rdf-schema#subPropertyOf" , "http://www.w3.org/2002/07/owl#topDataProperty" ,
 "http://xlore.org/olympic/property/24" , "http://www.w3.org/1999/02/22-rdf-syntax-ns#type" , "http://www.w3.org/2002/07/owl#DatatypeProperty" ,
 "http://xlore.org/olympic/property/24" , "http://www.w3.org/2000/01/rdf-schema#label" , 第十七名 ,
 "http://xlore.org/olympic/instance/24" , "http://xlore.org/olympic/property/5" , "1:21.22_ladies-super-g_2018" ,
 "http://xlore.org/olympic/instance/24" , "http://www.w3.org/1999/02/22-rdf-syntax-ns#type" , "http://www.w3.org/2002/07/owl#NamedIndividual" ,
 "http://xlore.org/olympic/instance/24" , "http://www.w3.org/1999/02/22-rdf-syntax-ns#type" , "http://xlore.org/concept2" ,
 "http://xlore.org/olympic/instance/24" , "http://www.w3.org/2000/01/rdf-schema#label" , "Tina WEIRATHER" ,
 "http://xlore.org/olympic/instance/1064" , "http://xlore.org/olympic/property/5" , "1:50.51_downhill-men_1998" ,
 "http://xlore.org/olympic/instance/1064" , "http://xlore.org/olympic/property/5" , "00:02:24.32_giant-slalom-men_2002" ,
 "http://xlore.org/olympic/instance/1064" , "http://xlore.org/olympic/property/5" , "00:01:39.35_downhill-men_2002" ,
 "http://xlore.org/olympic/instance/1064" , "http://xlore.org/olympic/property/5" , "3:08.65_alpine-combined-men_1998" ,
 "http://xlore.org/olympic/instance/1064" , "http://www.w3.org/1999/02/22-rdf-syntax-ns#type" , "http://www.w3.org/2002/07/owl#NamedIndividual" ,
 "http://xlore.org/olympic/instance/1064" , "http://www.w3.org/1999/02/22-rdf-syntax-ns#type" , "http://xlore.org/concept2" ,
 "http://xlore.org/olympic/instance/1064" , "http://www.w3.org/2000/01/rdf-schema#label" , "Lasse KJUS" ,
 "http://xlore.org/olympic/instance/1013" , "http://xlore.org/olympic/property/5" , "42.5_half-pipe-men_2002" ,
 "http://xlore.org/olympic/instance/1013" , "http://xlore.org/olympic/property/5" , "44.0_half-pipe-men_2006" ,
 "http://xlore.org/olympic/instance/1013" , "http://www.w3.org/1999/02/22-rdf-syntax-ns#type" , "http://www.w3.org/2002/07/owl#NamedIndividual" ,
 "http://xlore.org/olympic/instance/1013" , "http://www.w3.org/1999/02/22-rdf-syntax-ns#type" , "http://xlore.org/concept2" ,
 "http://xlore.org/olympic/instance/1013" , "http://www.w3.org/2000/01/rdf-schema#label" , "Danny KASS" ,
 "http://xlore.org/olympic/instance/1588" , "http://xlore.org/olympic/property/5" , "00:36.33_500m-men_1994" ,
 "http://xlore.org/olympic/instance/1588" , "http://www.w3.org/1999/02/22-rdf-syntax-ns#type" , "http://www.w3.org/2002/07/owl#NamedIndividual" ,
 "http://xlore.org/olympic/instance/1588" , "http://www.w3.org/1999/02/22-rdf-syntax-ns#type" , "http://xlore.org/concept2" ,
